seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,final_behavior_risk_score,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,fraud_label
beginner,40,13,64,Follow,0,57.33,6,30.84,72.4,-0.47,2.37,18.83,0,0,21.2,0,1,2,0,6,0,6,0
beginner,17,16,45,Follow,0,68.25,2,102.81,51.15,0.16,0.82,4.44,0,0,5.26,0,2,3,12,12,5,29,0
beginner,15,66,65,Comment,0,203.16,0,89.15,143.43,0.66,3.31,7.17,0,0,10.48,0,1,3,0,12,5,17,0
fraud,247,356,53,Follow,1,16.76,6,170.33,21.75,-0.03,0.15,0.0,0,0,0.15,0,5,3,48,12,20,80,1
experienced,273,142,85,Follow,0,13.24,4,94.23,10.97,0.02,0.12,6.15,0,0,6.27,0,2,1,12,0,0,12,0
experienced,75,275,67,Comment,0,79.3,3,22.36,91.73,-0.53,2.66,20.53,0,0,23.19,0,1,2,0,6,5,11,0
new,9,2,46,Like,0,57.51,1,29.04,46.33,0.37,1.86,19.19,0,0,21.06,0,2,3,12,12,0,24,0
experienced,230,270,70,Follow,0,29.37,0,92.34,27.1,0.02,0.12,6.53,0,0,6.65,0,2,2,12,6,0,18,0
new,11,0,21,Follow,0,33.68,4,104.54,27.25,0.06,0.3,4.09,0,0,4.4,0,2,2,12,6,0,18,0
experienced,92,344,84,Like,0,28.92,5,27.56,29.26,-0.01,0.06,19.49,0,0,19.55,0,2,2,12,6,0,18,0
beginner,49,99,70,Like,0,57.94,4,38.31,66.05,-0.21,1.03,17.34,0,0,18.37,0,1,3,0,12,0,12,0
new,10,0,33,Comment,0,82.5,6,70.64,66.23,0.23,1.14,10.87,0,0,12.01,0,1,2,0,6,5,11,0
fraud,320,825,58,Comment,1,7.03,18,147.37,7.82,-0.01,0.03,0.0,0,0,0.03,0,2,5,12,24,0,36,1
fraud,254,194,18,Comment,0,47.39,3,151.22,40.59,0.04,0.22,0.0,0,0,0.22,0,1,13,0,72,10,82,1
fraud,51,991,55,Like,0,17.92,4,175.14,17.28,0.0,0.02,0.0,0,0,0.02,0,5,1,48,0,10,58,1
experienced,357,970,78,Like,0,18.51,3,71.95,15.54,0.04,0.2,10.61,0,0,10.81,0,1,3,0,12,5,17,0
power,903,5953,94,Comment,0,62.73,6,13.89,78.29,-1.04,5.22,22.22,0,0,27.44,0,1,1,0,0,0,0,0
beginner,33,44,47,Like,0,14.73,2,55.27,12.9,0.03,0.16,13.95,0,0,14.11,0,1,2,0,6,0,6,0
beginner,55,95,57,Comment,0,133.64,8,87.74,120.58,0.15,0.74,7.45,0,0,8.19,0,1,3,0,12,5,17,0
beginner,21,77,66,Like,0,20.52,0,118.3,23.48,-0.02,0.12,1.34,0,0,1.46,0,1,3,0,12,0,12,0
power,1493,12311,86,Follow,0,16.74,0,23.71,16.48,0.01,0.05,20.26,0,0,20.31,0,1,3,0,12,5,17,0
experienced,321,429,74,Like,0,10.79,18,103.33,10.52,0.0,0.01,4.33,0,0,4.35,0,2,2,12,6,0,18,0
beginner,44,21,60,Comment,0,195.68,0,89.76,267.94,-0.8,3.98,7.05,0,0,11.03,0,4,5,36,24,0,60,0
new,13,10,38,Like,0,82.43,5,42.89,95.88,-0.31,1.53,16.42,0,0,17.95,0,1,1,0,0,0,0,0
experienced,93,761,85,Comment,0,81.99,2,76.79,63.64,0.24,1.18,9.64,0,0,10.82,0,1,3,0,12,0,12,0
experienced,357,165,66,Like,0,30.11,3,114.51,39.83,-0.08,0.42,2.1,0,0,2.52,0,2,3,12,12,0,24,0
new,8,6,49,Like,0,63.38,0,87.31,87.51,-0.27,1.37,7.54,0,0,8.9,0,2,3,12,12,0,24,0
experienced,318,977,65,Follow,0,52.38,5,93.32,41.29,0.12,0.59,6.34,0,0,6.92,0,2,3,12,12,0,24,0
beginner,51,85,60,Follow,0,22.19,6,104.12,16.94,0.05,0.25,4.18,0,0,4.43,0,2,3,12,12,0,24,0
experienced,192,515,69,Follow,0,19.44,1,46.37,18.22,0.03,0.13,15.73,0,0,15.85,0,2,3,12,12,5,29,0
beginner,58,46,42,Follow,0,80.58,17,87.29,82.58,-0.02,0.11,7.54,0,0,7.66,0,4,7,36,36,0,72,0
beginner,19,75,61,Follow,0,61.12,0,20.87,69.09,-0.36,1.82,20.83,0,0,22.65,0,2,2,12,6,0,18,0
experienced,123,487,90,Like,0,43.93,0,41.84,51.21,-0.17,0.85,16.63,0,0,17.48,0,1,1,0,0,0,0,0
new,9,0,20,Like,0,78.34,0,52.11,90.26,-0.22,1.12,14.58,0,0,15.7,0,2,2,12,6,0,18,0
beginner,32,91,50,Comment,0,91.53,7,47.77,116.74,-0.52,2.58,15.45,0,0,18.03,0,1,2,0,6,0,6,0
beginner,23,80,53,Follow,0,21.27,17,52.45,25.88,-0.09,0.43,14.51,0,0,14.94,0,4,4,36,18,5,59,0
new,4,5,31,Comment,0,150.74,7,109.52,195.38,-0.4,2.02,3.1,0,0,5.12,0,2,3,12,12,0,24,0
new,7,2,46,Comment,0,228.27,2,110.93,312.45,-0.75,3.76,2.81,0,0,6.57,0,2,2,12,6,5,23,0
new,3,9,46,Like,0,85.93,2,59.56,61.53,0.4,2.01,13.09,0,0,15.1,0,1,1,0,0,5,5,0
experienced,60,350,89,Follow,0,61.3,0,84.07,82.85,-0.25,1.27,8.19,0,0,9.45,0,1,2,0,6,5,11,0
new,8,7,38,Follow,0,26.42,2,111.67,19.58,0.06,0.3,2.67,0,0,2.97,0,2,8,12,42,0,54,0
beginner,27,59,59,Comment,0,80.3,5,91.07,58.83,0.23,1.17,6.79,0,0,7.95,0,2,3,12,12,0,24,0
fraud,140,994,49,Like,0,5.35,9,25.65,4.43,0.03,0.17,19.87,0,0,20.04,0,9,3,96,12,50,158,1
beginner,31,31,64,Follow,0,42.23,5,105.15,35.1,0.07,0.34,3.97,0,0,4.31,0,4,7,36,36,5,77,0
fraud,316,418,27,Like,0,9.37,14,128.86,8.91,0.0,0.02,0.0,0,0,0.02,0,2,4,12,18,20,50,1
power,885,10397,87,Follow,0,31.53,7,9.31,32.23,-0.07,0.34,23.14,0,0,23.48,0,1,3,0,12,0,12,0
beginner,47,97,55,Like,0,54.19,2,91.05,49.71,0.05,0.24,6.79,0,0,7.03,0,1,2,0,6,0,6,0
fraud,26,43,7,Comment,0,9.24,15,122.86,10.54,-0.01,0.05,0.43,0,0,0.48,0,5,11,48,60,10,118,1
experienced,109,830,66,Like,0,22.74,0,65.64,27.55,-0.07,0.36,11.87,0,0,12.23,0,2,2,12,6,0,18,0
beginner,31,86,54,Comment,0,115.29,3,71.23,148.69,-0.46,2.31,10.75,0,0,13.07,0,2,3,12,12,0,24,0
power,307,11090,97,Like,0,6.53,10,33.84,6.82,-0.01,0.04,18.23,0,0,18.27,0,2,3,12,12,0,24,0
experienced,104,543,87,Like,0,17.52,8,90.86,14.15,0.04,0.18,6.83,0,0,7.01,0,1,1,0,0,0,0,0
experienced,350,800,90,Follow,0,56.58,4,36.47,60.48,-0.1,0.52,17.71,0,0,18.23,0,1,1,0,0,0,0,0
beginner,58,50,46,Like,0,19.99,0,100.84,23.24,-0.03,0.16,4.83,0,0,4.99,0,2,3,12,12,0,24,0
experienced,251,793,68,Follow,0,43.9,0,65.34,40.0,0.06,0.29,11.93,0,0,12.22,0,2,1,12,0,0,12,0
experienced,85,185,77,Comment,0,96.44,12,37.33,81.93,0.38,1.89,17.53,0,0,19.43,0,2,2,12,6,0,18,0
power,268,4334,80,Like,0,19.48,1,17.61,26.15,-0.36,1.79,21.48,0,0,23.27,0,1,2,0,6,5,11,0
experienced,138,558,66,Like,0,18.83,7,101.89,17.6,0.01,0.06,4.62,0,0,4.68,0,1,3,0,12,0,12,0
fraud,98,65,52,Comment,0,34.92,8,26.01,36.57,-0.06,0.3,19.8,0,0,20.1,0,1,12,0,66,20,86,1
beginner,49,91,55,Follow,0,82.87,5,31.25,61.04,0.68,3.39,18.75,0,0,22.14,0,1,1,0,0,0,0,0
experienced,263,980,73,Like,0,11.71,19,15.29,10.58,0.07,0.35,21.94,0,0,22.29,0,2,1,12,0,0,12,0
experienced,232,121,85,Like,0,41.34,1,20.03,55.3,-0.66,3.32,20.99,0,0,24.31,0,1,2,0,6,0,6,0
beginner,28,14,52,Comment,0,130.98,5,81.84,140.45,-0.11,0.57,8.63,0,0,9.2,0,2,1,12,0,0,12,0
experienced,64,641,79,Comment,0,118.01,5,117.49,133.34,-0.13,0.65,1.5,0,0,2.15,0,4,4,36,18,0,54,0
beginner,54,34,69,Comment,0,140.06,1,92.63,186.03,-0.49,2.45,6.47,0,0,8.93,0,1,3,0,12,0,12,0
beginner,19,45,61,Like,0,58.94,8,42.99,56.32,0.06,0.3,16.4,0,0,16.7,0,2,1,12,0,0,12,0
fraud,2,794,22,Follow,0,45.01,6,87.24,48.78,-0.04,0.21,7.55,0,0,7.76,0,5,9,48,48,0,96,1
experienced,260,325,84,Follow,0,18.58,2,27.19,24.41,-0.21,1.04,19.56,0,0,20.6,0,2,1,12,0,0,12,0
new,15,9,39,Comment,0,282.8,3,86.08,307.47,-0.28,1.42,7.78,0,0,9.2,0,2,3,12,12,5,29,0
experienced,79,687,70,Like,0,11.26,9,58.8,12.12,-0.01,0.07,13.24,0,0,13.31,0,1,3,0,12,5,17,0
experienced,267,303,79,Like,0,31.5,0,17.92,31.7,-0.01,0.05,21.42,0,0,21.47,0,2,2,12,6,0,18,0
experienced,219,552,80,Like,0,32.3,5,89.4,23.68,0.1,0.48,7.12,0,0,7.6,0,2,2,12,6,0,18,0
beginner,24,10,51,Follow,0,61.08,4,25.52,74.26,-0.5,2.48,19.9,0,0,22.38,0,1,2,0,6,0,6,0
beginner,27,64,70,Like,0,59.1,8,21.03,66.88,-0.35,1.77,20.79,0,0,22.56,0,1,3,0,12,0,12,0
power,835,4143,94,Comment,0,36.5,0,15.88,48.18,-0.69,3.46,21.82,0,0,25.28,0,1,2,0,6,0,6,0
experienced,261,223,79,Like,0,22.53,1,31.99,20.44,0.06,0.32,18.6,0,0,18.92,0,1,1,0,0,5,5,0
experienced,290,505,75,Comment,0,64.06,8,62.87,74.56,-0.16,0.82,12.43,0,0,13.25,0,2,5,12,24,0,36,0
experienced,130,998,88,Comment,0,103.71,3,104.2,100.57,0.03,0.15,4.16,0,0,4.31,0,2,3,12,12,5,29,0
power,1182,6784,82,Comment,0,45.66,8,26.83,59.04,-0.48,2.4,19.63,0,0,22.04,0,2,1,12,0,0,12,0
beginner,39,51,40,Follow,0,48.3,7,97.51,57.71,-0.1,0.48,5.5,0,0,5.98,0,1,1,0,0,0,0,0
experienced,183,177,67,Like,0,10.81,17,69.6,12.44,-0.02,0.12,11.08,0,0,11.2,0,1,3,0,12,5,17,0
new,12,7,44,Like,0,39.34,4,112.42,36.12,0.03,0.14,2.52,0,0,2.66,0,1,1,0,0,0,0,0
fraud,476,501,8,Like,0,13.7,1,41.95,14.96,-0.03,0.15,16.61,0,0,16.76,0,2,6,12,30,50,92,1
experienced,106,770,77,Like,0,10.21,17,92.37,12.88,-0.03,0.14,6.53,0,0,6.67,0,1,1,0,0,5,5,0
experienced,306,935,84,Comment,0,34.28,8,20.55,34.08,0.01,0.05,20.89,0,0,20.94,0,1,3,0,12,5,17,0
beginner,58,52,42,Comment,0,72.9,2,60.81,88.19,-0.25,1.24,12.84,0,0,14.07,0,1,3,0,12,0,12,0
power,1171,10325,96,Comment,0,33.86,4,12.02,29.07,0.37,1.84,22.6,0,0,24.43,0,1,1,0,0,0,0,0
beginner,43,60,46,Like,0,60.55,6,36.93,73.78,-0.35,1.74,17.61,0,0,19.36,0,2,3,12,12,5,29,0
new,9,1,37,Comment,0,77.6,8,80.72,88.23,-0.13,0.65,8.86,0,0,9.51,0,1,1,0,0,0,0,0
beginner,32,65,42,Comment,0,123.59,7,23.87,154.41,-1.24,6.19,20.23,0,0,26.42,0,2,2,12,6,0,18,0
experienced,274,189,70,Follow,0,44.51,7,35.53,35.08,0.26,1.29,17.89,0,0,19.18,0,2,1,12,0,0,12,0
beginner,30,36,40,Comment,0,188.1,8,52.34,214.17,-0.49,2.44,14.53,0,0,16.97,0,3,4,24,18,0,42,0
fraud,456,93,19,Like,0,5.61,8,163.57,4.91,0.0,0.02,0.0,0,0,0.02,0,7,4,72,18,50,140,1
new,15,7,45,Follow,0,89.63,2,114.84,72.39,0.15,0.74,2.03,0,0,2.78,0,1,2,0,6,0,6,0
power,820,11639,91,Like,0,7.34,6,34.44,7.08,0.01,0.04,18.11,0,0,18.15,0,1,1,0,0,5,5,0
power,599,12166,82,Like,0,8.88,5,15.23,9.87,-0.06,0.3,21.95,0,0,22.26,0,1,3,0,12,0,12,0
power,1406,12545,89,Comment,0,71.8,2,17.98,99.24,-1.45,7.23,21.4,0,0,28.63,0,2,1,12,0,0,12,0
beginner,38,41,63,Follow,0,71.45,1,60.38,70.12,0.02,0.11,12.92,0,0,13.03,0,2,2,12,6,0,18,0
new,4,8,33,Like,0,56.94,8,23.67,78.1,-0.86,4.29,20.27,0,0,24.55,0,2,2,12,6,5,23,0
beginner,47,15,40,Like,0,45.99,8,86.59,42.73,0.04,0.19,7.68,0,0,7.87,0,2,3,12,12,0,24,0
new,11,7,50,Comment,0,197.08,8,32.34,142.64,1.63,8.16,18.53,0,0,26.7,0,2,3,12,12,0,24,0
new,3,4,41,Like,0,64.09,3,95.54,56.03,0.08,0.42,5.89,0,0,6.31,0,2,6,12,30,0,42,0
beginner,46,49,64,Like,0,13.46,2,114.46,16.41,-0.03,0.13,2.11,0,0,2.24,0,1,3,0,12,5,17,0
beginner,37,45,54,Like,0,15.04,6,31.73,13.24,0.05,0.27,18.65,0,0,18.93,0,1,1,0,0,0,0,0
new,12,6,21,Follow,1,135.08,21,60.02,139.91,-0.08,0.4,13.0,0,0,13.39,0,2,3,12,12,0,24,0
experienced,75,406,68,Comment,0,94.94,8,20.62,101.45,-0.3,1.51,20.88,0,0,22.38,0,2,3,12,12,5,29,0
power,1434,7886,95,Comment,0,79.43,2,29.77,80.54,-0.04,0.18,19.05,0,0,19.23,0,2,2,12,6,0,18,0
beginner,42,53,41,Follow,0,15.53,7,31.7,14.48,0.03,0.16,18.66,0,0,18.82,0,2,3,12,12,0,24,0
new,12,6,37,Follow,0,77.83,0,104.19,105.1,-0.26,1.3,4.16,0,0,5.46,0,2,3,12,12,0,24,0
beginner,47,32,44,Follow,0,91.48,8,87.29,68.15,0.26,1.32,7.54,0,0,8.86,0,2,3,12,12,5,29,0
experienced,229,609,87,Follow,0,28.41,7,36.63,39.77,-0.3,1.51,17.67,0,0,19.18,0,1,3,0,12,0,12,0
beginner,17,54,58,Follow,0,66.13,0,106.61,75.96,-0.09,0.46,3.68,0,0,4.14,0,1,1,0,0,5,5,0
power,582,11388,82,Like,0,15.99,13,14.78,12.12,0.25,1.23,22.04,0,0,23.27,0,1,3,0,12,0,12,0
beginner,44,72,50,Follow,0,29.46,0,17.58,32.78,-0.18,0.89,21.48,0,0,22.38,0,4,5,36,24,0,60,0
beginner,23,80,43,Comment,0,176.03,3,19.59,208.02,-1.55,7.77,21.08,0,0,28.85,0,4,7,36,36,0,72,0
new,7,6,38,Comment,0,139.16,4,104.49,105.7,0.32,1.59,4.1,0,0,5.69,0,2,2,12,6,0,18,0
experienced,101,132,67,Like,0,41.44,4,99.77,45.43,-0.04,0.2,5.05,0,0,5.24,0,1,3,0,12,0,12,0
beginner,35,18,69,Follow,0,25.61,5,119.74,18.03,0.06,0.31,1.05,0,0,1.37,0,2,2,12,6,0,18,0
power,1276,13576,86,Follow,0,20.32,1,27.56,26.55,-0.22,1.09,19.49,0,0,20.58,0,1,2,0,6,0,6,0
new,5,10,20,Follow,0,77.11,1,22.66,85.25,-0.34,1.72,20.47,0,0,22.19,0,2,2,12,6,0,18,0
new,10,0,42,Follow,0,84.81,3,110.01,75.92,0.08,0.4,3.0,0,0,3.4,0,1,1,0,0,5,5,0
beginner,16,39,60,Comment,0,127.71,8,22.66,167.51,-1.68,8.41,20.47,0,0,28.88,0,1,1,0,0,0,0,0
experienced,169,258,88,Like,0,12.85,2,75.74,11.07,0.02,0.12,9.85,0,0,9.97,0,1,1,0,0,5,5,0
experienced,139,545,87,Follow,0,45.87,7,103.78,44.18,0.02,0.08,4.24,0,0,4.32,0,1,3,0,12,0,12,0
experienced,289,289,70,Like,0,34.71,0,44.43,47.55,-0.28,1.41,16.11,0,0,17.53,0,1,3,0,12,5,17,0
experienced,272,118,70,Follow,0,38.12,6,115.16,33.82,0.04,0.19,1.97,0,0,2.15,0,2,6,12,30,0,42,0
power,1046,13522,89,Follow,0,12.13,1,8.48,10.63,0.16,0.79,23.3,0,0,24.09,0,2,2,12,6,0,18,0
beginner,58,76,60,Comment,0,71.97,6,44.02,63.53,0.19,0.94,16.2,0,0,17.13,0,2,2,12,6,0,18,0
experienced,365,788,73,Like,0,8.99,14,58.52,11.54,-0.04,0.21,13.3,0,0,13.51,0,2,3,12,12,5,29,0
experienced,115,607,83,Comment,0,101.45,8,100.83,120.25,-0.18,0.92,4.83,0,0,5.76,0,2,8,12,42,0,54,0
power,892,2629,82,Follow,0,16.86,2,34.78,13.47,0.09,0.47,18.04,0,0,18.52,0,4,8,36,42,0,78,0
experienced,306,714,78,Comment,1,52.88,2,44.22,58.01,-0.11,0.57,16.16,0,0,16.72,0,2,5,12,24,0,36,0
fraud,243,236,18,Comment,1,15.53,1,76.85,21.44,-0.08,0.38,9.63,0,0,10.01,0,3,9,24,48,0,72,1
beginner,32,48,43,Like,0,44.91,7,81.97,34.44,0.13,0.63,8.61,0,0,9.24,0,4,8,36,42,5,83,0
experienced,350,478,72,Follow,0,23.57,8,82.77,18.99,0.05,0.27,8.45,0,0,8.72,0,2,1,12,0,0,12,0
power,1043,3407,84,Follow,0,27.47,8,18.92,37.26,-0.49,2.46,21.22,0,0,23.68,0,2,1,12,0,0,12,0
experienced,65,357,78,Like,0,24.43,5,47.95,29.7,-0.11,0.54,15.41,0,0,15.95,0,1,2,0,6,0,6,0
experienced,323,386,69,Follow,0,18.51,7,51.97,23.01,-0.09,0.43,14.61,0,0,15.03,0,2,1,12,0,0,12,0
beginner,31,45,43,Follow,0,55.02,4,96.25,66.32,-0.12,0.58,5.75,0,0,6.33,0,1,2,0,6,0,6,0
fraud,429,910,58,Comment,0,58.31,4,33.23,75.91,-0.51,2.57,18.35,0,0,20.92,0,3,1,24,0,35,59,1
new,1,8,43,Like,0,84.7,8,18.2,64.05,1.08,5.38,21.36,0,0,26.74,0,1,2,0,6,0,6,0
new,7,3,35,Follow,0,127.65,0,45.15,139.7,-0.26,1.31,15.97,0,0,17.28,0,2,1,12,0,0,12,0
new,8,1,21,Like,0,37.2,2,79.0,41.15,-0.05,0.25,9.2,0,0,9.45,0,1,2,0,6,5,11,0
new,8,1,28,Follow,0,32.96,6,20.13,39.57,-0.31,1.56,20.97,0,0,22.54,0,3,6,24,30,5,59,0
power,1379,12880,86,Comment,0,33.52,20,12.13,37.41,-0.3,1.48,22.57,0,0,24.06,0,2,1,12,0,0,12,0
beginner,24,52,51,Comment,0,124.27,6,74.92,144.31,-0.26,1.32,10.02,0,0,11.34,0,2,1,12,0,5,17,0
new,13,4,30,Like,1,22.41,2,104.0,24.21,-0.02,0.09,4.2,0,0,4.28,0,1,2,0,6,0,6,0
power,682,8056,93,Like,0,13.03,8,17.16,13.27,-0.01,0.07,21.57,0,0,21.63,0,2,1,12,0,5,17,0
experienced,113,734,79,Comment,0,36.29,1,41.0,41.14,-0.12,0.58,16.8,0,0,17.38,0,4,8,36,42,5,83,0
beginner,15,27,43,Like,0,57.31,3,89.84,75.46,-0.2,1.0,7.03,0,0,8.03,0,1,2,0,6,5,11,0
experienced,284,670,69,Comment,0,113.48,8,88.85,157.72,-0.49,2.46,7.23,0,0,9.69,0,2,2,12,6,5,23,0
experienced,106,914,88,Comment,0,51.08,8,62.89,45.25,0.09,0.46,12.42,0,0,12.88,0,4,7,36,36,0,72,0
experienced,156,983,70,Follow,0,19.47,6,107.0,18.7,0.01,0.04,3.6,0,0,3.64,0,1,1,0,0,0,0,0
beginner,20,91,66,Like,0,21.32,7,92.05,18.05,0.04,0.18,6.59,0,0,6.77,0,2,2,12,6,5,23,0
new,14,9,40,Like,0,77.26,17,52.45,72.57,0.09,0.44,14.51,0,0,14.95,0,2,2,12,6,5,23,0
new,1,5,45,Like,0,80.98,1,87.42,98.79,-0.2,1.01,7.52,0,0,8.52,0,2,3,12,12,0,24,0
new,5,6,39,Like,0,78.47,0,19.87,89.07,-0.51,2.54,21.03,0,0,23.57,0,2,3,12,12,5,29,0
experienced,146,451,75,Comment,0,59.12,3,82.64,45.58,0.16,0.81,8.47,0,0,9.28,0,2,2,12,6,0,18,0
fraud,26,829,8,Like,0,15.14,4,90.19,19.6,-0.05,0.24,6.96,0,0,7.21,0,3,4,24,18,50,92,1
new,4,2,25,Like,0,67.75,4,109.3,56.69,0.1,0.5,3.14,0,0,3.64,0,4,8,36,42,0,78,0
experienced,358,211,68,Like,0,15.82,5,80.98,21.75,-0.07,0.36,8.8,0,0,9.17,0,1,2,0,6,0,6,0
experienced,108,295,80,Follow,0,19.5,8,20.82,18.99,0.02,0.12,20.84,0,0,20.95,0,2,3,12,12,0,24,0
experienced,290,444,81,Follow,0,29.98,5,109.12,31.81,-0.02,0.08,3.18,0,0,3.26,0,1,3,0,12,0,12,0
power,1224,8982,84,Comment,1,29.28,2,27.86,40.9,-0.4,2.01,19.43,0,0,21.44,0,2,1,12,0,0,12,0
beginner,35,51,62,Like,0,47.56,7,27.64,47.33,0.01,0.04,19.47,0,0,19.51,0,1,1,0,0,0,0,0
experienced,327,380,74,Follow,1,11.46,18,36.37,14.32,-0.08,0.38,17.73,0,0,18.11,0,3,6,24,30,0,54,0
experienced,130,811,82,Like,0,38.8,7,52.15,49.79,-0.21,1.03,14.57,0,0,15.6,0,2,1,12,0,5,17,0
beginner,22,88,53,Like,0,30.0,1,21.96,29.77,0.01,0.05,20.61,0,0,20.66,0,4,8,36,42,0,78,0
beginner,40,74,63,Comment,0,189.9,3,112.03,149.77,0.36,1.78,2.59,0,0,4.37,0,2,2,12,6,0,18,0
fraud,13,909,57,Comment,1,18.19,6,161.29,14.07,0.03,0.13,0.0,0,0,0.13,0,9,2,96,6,35,137,1
beginner,42,53,42,Follow,0,30.45,0,52.73,40.18,-0.18,0.91,14.45,0,0,15.36,0,1,3,0,12,5,17,0
beginner,49,86,42,Comment,0,125.19,2,101.29,134.33,-0.09,0.45,4.74,0,0,5.19,0,2,3,12,12,0,24,0
beginner,34,94,70,Like,0,32.49,8,105.06,44.71,-0.12,0.58,3.99,0,0,4.57,0,2,3,12,12,0,24,0
fraud,240,435,6,Comment,0,10.43,11,108.62,10.08,0.0,0.02,3.28,0,0,3.29,0,8,1,84,0,0,84,1
beginner,24,77,40,Like,1,15.69,4,17.88,16.14,-0.02,0.12,21.42,0,0,21.54,0,2,2,12,6,0,18,0
experienced,199,640,70,Comment,0,71.5,7,23.03,63.1,0.35,1.75,20.39,0,0,22.14,0,1,3,0,12,0,12,0
beginner,19,20,48,Follow,0,80.29,5,108.59,75.42,0.04,0.22,3.28,0,0,3.5,0,2,3,12,12,0,24,0
beginner,54,91,69,Follow,1,28.94,6,24.98,36.6,-0.29,1.47,20.0,0,0,21.48,0,1,1,0,0,5,5,0
beginner,48,22,52,Like,0,63.72,7,80.04,45.3,0.23,1.14,8.99,0,0,10.13,0,2,1,12,0,0,12,0
experienced,284,644,71,Like,0,13.11,0,75.2,9.94,0.04,0.21,9.96,0,0,10.17,0,2,3,12,12,0,24,0
experienced,180,810,73,Follow,0,40.14,2,38.73,41.44,-0.03,0.16,17.25,0,0,17.42,0,2,3,12,12,0,24,0
beginner,23,48,50,Follow,0,80.3,15,19.36,84.34,-0.2,0.99,21.13,0,0,22.12,0,2,1,12,0,0,12,0
new,12,7,36,Like,0,51.33,2,68.21,71.31,-0.29,1.44,11.36,0,0,12.8,0,1,2,0,6,0,6,0
experienced,123,854,76,Like,0,37.31,0,94.3,49.16,-0.12,0.62,6.14,0,0,6.76,0,1,1,0,0,5,5,0
beginner,52,82,58,Follow,0,48.41,8,116.56,35.08,0.11,0.57,1.69,0,0,2.26,0,1,1,0,0,0,0,0
new,4,10,21,Follow,0,110.82,8,106.07,113.79,-0.03,0.14,3.79,0,0,3.92,0,2,2,12,6,0,18,0
new,2,0,39,Follow,0,106.34,0,25.21,101.49,0.18,0.92,19.96,0,0,20.88,0,2,1,12,0,0,12,0
experienced,106,500,80,Like,0,25.48,7,93.05,20.11,0.06,0.29,6.39,0,0,6.68,0,2,1,12,0,5,17,0
experienced,108,186,84,Like,0,22.96,2,108.18,27.18,-0.04,0.19,3.36,0,0,3.56,0,2,2,12,6,5,23,0
beginner,23,77,65,Follow,0,72.34,5,63.47,75.5,-0.05,0.25,12.31,0,0,12.55,0,1,2,0,6,0,6,0
power,1435,14138,83,Follow,0,33.79,13,20.23,24.85,0.42,2.11,20.95,0,0,23.06,0,3,6,24,30,0,54,0
fraud,371,677,46,Follow,0,7.48,11,148.27,9.84,-0.02,0.08,0.0,0,0,0.08,0,6,13,60,72,35,167,1
new,9,5,42,Comment,0,265.21,3,101.57,197.02,0.66,3.32,4.69,0,0,8.01,0,2,2,12,6,5,23,0
power,1367,7125,92,Follow,0,30.52,18,15.36,29.45,0.07,0.33,21.93,0,0,22.26,0,2,1,12,0,5,17,0
experienced,244,529,81,Comment,0,120.98,8,115.95,165.22,-0.38,1.89,1.81,0,0,3.7,0,1,1,0,0,0,0,0
power,430,1201,86,Like,0,6.29,20,21.93,7.26,-0.04,0.21,20.61,0,0,20.83,0,1,3,0,12,5,17,0
beginner,26,95,50,Follow,0,60.37,7,82.28,57.27,0.04,0.19,8.54,0,0,8.73,0,2,2,12,6,5,23,0
new,2,2,44,Follow,0,25.96,1,81.22,19.9,0.07,0.37,8.76,0,0,9.12,0,1,1,0,0,0,0,0
experienced,250,105,82,Follow,0,60.04,1,81.71,68.59,-0.1,0.52,8.66,0,0,9.17,0,1,3,0,12,0,12,0
beginner,25,96,49,Follow,0,67.59,2,39.74,71.4,-0.09,0.47,17.05,0,0,17.52,0,2,3,12,12,5,29,0
new,9,0,38,Comment,0,343.97,2,82.53,246.88,1.16,5.81,8.49,0,0,14.31,0,2,2,12,6,0,18,0
experienced,96,810,73,Like,0,8.33,14,119.87,10.98,-0.02,0.11,1.03,0,0,1.14,0,2,3,12,12,0,24,0
beginner,54,25,69,Like,0,20.19,5,60.39,26.21,-0.1,0.49,12.92,0,0,13.41,0,2,1,12,0,5,17,0
experienced,114,504,74,Like,0,34.26,0,49.3,37.15,-0.06,0.29,15.14,0,0,15.43,0,1,1,0,0,0,0,0
new,3,3,39,Like,0,87.52,0,78.27,76.03,0.14,0.72,9.35,0,0,10.07,0,1,3,0,12,0,12,0
power,836,7443,83,Follow,0,29.39,5,29.96,39.35,-0.32,1.61,19.01,0,0,20.62,0,1,3,0,12,0,12,0
experienced,73,282,84,Follow,0,46.62,7,42.54,39.2,0.17,0.85,16.49,0,0,17.34,0,2,1,12,0,0,12,0
beginner,16,65,51,Follow,0,37.32,3,56.01,41.85,-0.08,0.4,13.8,0,0,14.2,0,1,2,0,6,5,11,0
beginner,24,10,60,Like,0,60.52,6,64.67,51.08,0.14,0.72,12.07,0,0,12.79,0,2,1,12,0,0,12,0
new,1,6,36,Follow,0,52.64,3,77.92,53.36,-0.01,0.05,9.42,0,0,9.46,0,1,3,0,12,0,12,0
